"coord_ref_sys_code","coord_ref_sys_name","coord_sys_code","base_crs_code","projection_conv_code"
2470,"Pulkovo 1995 / Gauss-Kruger CM 63E",4530,4200,16311
2471,"Pulkovo 1995 / Gauss-Kruger CM 69E",4530,4200,16312
2472,"Pulkovo 1995 / Gauss-Kruger CM 75E",4530,4200,16313
2473,"Pulkovo 1995 / Gauss-Kruger CM 81E",4530,4200,16314
2474,"Pulkovo 1995 / Gauss-Kruger CM 87E",4530,4200,16315
2475,"Pulkovo 1995 / Gauss-Kruger CM 93E",4530,4200,16316
2476,"Pulkovo 1995 / Gauss-Kruger CM 99E",4530,4200,16317
2477,"Pulkovo 1995 / Gauss-Kruger CM 105E",4530,4200,16318
2478,"Pulkovo 1995 / Gauss-Kruger CM 111E",4530,4200,16319
2479,"Pulkovo 1995 / Gauss-Kruger CM 117E",4530,4200,16320
2480,"Pulkovo 1995 / Gauss-Kruger CM 123E",4530,4200,16321
2481,"Pulkovo 1995 / Gauss-Kruger CM 129E",4530,4200,16322
2482,"Pulkovo 1995 / Gauss-Kruger CM 135E",4530,4200,16323
2483,"Pulkovo 1995 / Gauss-Kruger CM 141E",4530,4200,16324
2484,"Pulkovo 1995 / Gauss-Kruger CM 147E",4530,4200,16325
2485,"Pulkovo 1995 / Gauss-Kruger CM 153E",4530,4200,16326
2486,"Pulkovo 1995 / Gauss-Kruger CM 159E",4530,4200,16327
2487,"Pulkovo 1995 / Gauss-Kruger CM 165E",4530,4200,16328
2488,"Pulkovo 1995 / Gauss-Kruger CM 171E",4530,4200,16329
2489,"Pulkovo 1995 / Gauss-Kruger CM 177E",4530,4200,16330
2490,"Pulkovo 1995 / Gauss-Kruger CM 177W",4530,4200,16331
2491,"Pulkovo 1995 / Gauss-Kruger CM 171W",4530,4200,16332
2494,"Pulkovo 1942 / Gauss-Kruger CM 21E",4530,4284,16304
2495,"Pulkovo 1942 / Gauss-Kruger CM 27E",4530,4284,16305
2496,"Pulkovo 1942 / Gauss-Kruger CM 33E",4530,4284,16306
2497,"Pulkovo 1942 / Gauss-Kruger CM 39E",4530,4284,16307
2498,"Pulkovo 1942 / Gauss-Kruger CM 45E",4530,4284,16308
2499,"Pulkovo 1942 / Gauss-Kruger CM 51E",4530,4284,16309
2500,"Pulkovo 1942 / Gauss-Kruger CM 57E",4530,4284,16310
2501,"Pulkovo 1942 / Gauss-Kruger CM 63E",4530,4284,16311
2502,"Pulkovo 1942 / Gauss-Kruger CM 69E",4530,4284,16312
2503,"Pulkovo 1942 / Gauss-Kruger CM 75E",4530,4284,16313
2504,"Pulkovo 1942 / Gauss-Kruger CM 81E",4530,4284,16314
2505,"Pulkovo 1942 / Gauss-Kruger CM 87E",4530,4284,16315
2506,"Pulkovo 1942 / Gauss-Kruger CM 93E",4530,4284,16316
2507,"Pulkovo 1942 / Gauss-Kruger CM 99E",4530,4284,16317
2508,"Pulkovo 1942 / Gauss-Kruger CM 105E",4530,4284,16318
2509,"Pulkovo 1942 / Gauss-Kruger CM 111E",4530,4284,16319
2510,"Pulkovo 1942 / Gauss-Kruger CM 117E",4530,4284,16320
2511,"Pulkovo 1942 / Gauss-Kruger CM 123E",4530,4284,16321
2512,"Pulkovo 1942 / Gauss-Kruger CM 129E",4530,4284,16322
2513,"Pulkovo 1942 / Gauss-Kruger CM 135E",4530,4284,16323
2514,"Pulkovo 1942 / Gauss-Kruger CM 141E",4530,4284,16324
2515,"Pulkovo 1942 / Gauss-Kruger CM 147E",4530,4284,16325
2516,"Pulkovo 1942 / Gauss-Kruger CM 153E",4530,4284,16326
2517,"Pulkovo 1942 / Gauss-Kruger CM 159E",4530,4284,16327
2518,"Pulkovo 1942 / Gauss-Kruger CM 165E",4530,4284,16328
2519,"Pulkovo 1942 / Gauss-Kruger CM 171E",4530,4284,16329
2520,"Pulkovo 1942 / Gauss-Kruger CM 177E",4530,4284,16330
2521,"Pulkovo 1942 / Gauss-Kruger CM 177W",4530,4284,16331
2522,"Pulkovo 1942 / Gauss-Kruger CM 171W",4530,4284,16332
2523,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 7",4530,4284,16267
2524,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 8",4530,4284,16268
2525,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 9",4530,4284,16269
2526,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 10",4530,4284,16270
2527,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 11",4530,4284,16271
2528,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 12",4530,4284,16272
2529,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 13",4530,4284,16273
2530,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 14",4530,4284,16274
2531,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 15",4530,4284,16275
2532,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 16",4530,4284,16276
2533,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 17",4530,4284,16277
2534,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 18",4530,4284,16278
2535,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 19",4530,4284,16279
2536,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 20",4530,4284,16280
2537,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 21",4530,4284,16281
2538,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 22",4530,4284,16282
2539,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 23",4530,4284,16283
2540,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 24",4530,4284,16284
2541,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 25",4530,4284,16285
2542,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 26",4530,4284,16286
2543,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 27",4530,4284,16287
2544,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 28",4530,4284,16288
2545,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 29",4530,4284,16289
2546,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 30",4530,4284,16290
2547,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 31",4530,4284,16291
2548,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 32",4530,4284,16292
2549,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 33",4530,4284,16293
2551,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 34",4530,4284,16294
2552,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 35",4530,4284,16295
2553,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 36",4530,4284,16296
2554,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 37",4530,4284,16297
2555,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 38",4530,4284,16298
2556,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 39",4530,4284,16299
2557,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 40",4530,4284,16070
2558,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 41",4530,4284,16071
2559,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 42",4530,4284,16072
2560,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 43",4530,4284,16073
2561,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 44",4530,4284,16074
2562,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 45",4530,4284,16075
2563,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 46",4530,4284,16076
2564,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 47",4530,4284,16077
2565,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 48",4530,4284,16078
2566,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 49",4530,4284,16079
2567,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 50",4530,4284,16080
2568,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 51",4530,4284,16081
2569,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 52",4530,4284,16082
2570,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 53",4530,4284,16083
2571,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 54",4530,4284,16084
2572,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 55",4530,4284,16085
2573,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 56",4530,4284,16086
2574,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 57",4530,4284,16087
2575,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 58",4530,4284,16088
2576,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 59",4530,4284,16089
2578,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 61",4530,4284,16091
2579,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 62",4530,4284,16092
2580,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 63",4530,4284,16093
2581,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 64",4530,4284,16094
2582,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 21E",4530,4284,16304
2583,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 24E",4530,4284,16368
2584,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 27E",4530,4284,16305
2585,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 30E",4530,4284,16370
2586,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 33E",4530,4284,16306
2587,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 36E",4530,4284,16372
2588,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 39E",4530,4284,16307
2589,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 42E",4530,4284,16374
2590,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 45E",4530,4284,16308
2591,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 48E",4530,4284,16376
2592,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 51E",4530,4284,16309
2593,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 54E",4530,4284,16378
2594,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 57E",4530,4284,16310
2595,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 60E",4530,4284,16380
2596,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 63E",4530,4284,16311
2597,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 66E",4530,4284,16382
2598,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 69E",4530,4284,16312
2599,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 72E",4530,4284,16384
2601,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 75E",4530,4284,16313
2602,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 78E",4530,4284,16386
2603,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 81E",4530,4284,16314
2604,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 84E",4530,4284,16388
2605,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 87E",4530,4284,16315
2606,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 90E",4530,4284,16390
2607,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 93E",4530,4284,16316
2608,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 96E",4530,4284,16392
2609,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 99E",4530,4284,16317
2610,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 102E",4530,4284,16394
2611,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 105E",4530,4284,16318
2612,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 108E",4530,4284,16396
2613,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 111E",4530,4284,16319
2614,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 114E",4530,4284,16398
2615,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 117E",4530,4284,16320
2616,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 120E",4530,4284,16170
2617,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 123E",4530,4284,16321
2618,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 126E",4530,4284,16172
2619,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 129E",4530,4284,16322
2620,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 132E",4530,4284,16174
2621,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 135E",4530,4284,16323
2622,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 138E",4530,4284,16176
2623,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 141E",4530,4284,16324
2624,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 144E",4530,4284,16178
2625,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 147E",4530,4284,16325
2626,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 150E",4530,4284,16180
2627,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 153E",4530,4284,16326
2628,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 156E",4530,4284,16182
2629,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 159E",4530,4284,16327
2630,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 162E",4530,4284,16184
2631,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 165E",4530,4284,16328
2632,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 168E",4530,4284,16186
2633,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 171E",4530,4284,16329
2634,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 174E",4530,4284,16188
2635,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 177E",4530,4284,16330
2636,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E",4530,4284,16190
2637,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 177W",4530,4284,16331
2638,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 174W",4530,4284,16192
2639,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 171W",4530,4284,16332
2640,"Pulkovo 1942 / 3-degree Gauss-Kruger CM 168W",4530,4284,16194
2641,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 7",4530,4200,16267
2642,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 8",4530,4200,16268
2643,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 9",4530,4200,16269
2644,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 10",4530,4200,16270
2645,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 11",4530,4200,16271
2646,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 12",4530,4200,16272
2647,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 13",4530,4200,16273
2648,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 14",4530,4200,16274
2649,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 15",4530,4200,16275
2650,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 16",4530,4200,16276
2651,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 17",4530,4200,16277
2652,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 18",4530,4200,16278
2653,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 19",4530,4200,16279
2654,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 20",4530,4200,16280
2655,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 21",4530,4200,16281
2656,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 22",4530,4200,16282
2657,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 23",4530,4200,16283
2658,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 24",4530,4200,16284
2659,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 25",4530,4200,16285
2660,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 26",4530,4200,16286
2661,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 27",4530,4200,16287
2662,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 28",4530,4200,16288
2663,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 29",4530,4200,16289
2664,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 30",4530,4200,16290
2665,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 31",4530,4200,16291
2666,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 32",4530,4200,16292
2667,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 33",4530,4200,16293
2668,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 34",4530,4200,16294
2669,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 35",4530,4200,16295
2670,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 36",4530,4200,16296
2671,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 37",4530,4200,16297
2672,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 38",4530,4200,16298
2673,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 39",4530,4200,16299
2674,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 40",4530,4200,16070
2675,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 41",4530,4200,16071
2676,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 42",4530,4200,16072
2677,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 43",4530,4200,16073
2678,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 44",4530,4200,16074
2679,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 45",4530,4200,16075
2680,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 46",4530,4200,16076
2681,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 47",4530,4200,16077
2682,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 48",4530,4200,16078
2683,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 49",4530,4200,16079
2684,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 50",4530,4200,16080
2685,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 51",4530,4200,16081
2686,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 52",4530,4200,16082
2687,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 53",4530,4200,16083
2688,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 54",4530,4200,16084
2689,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 55",4530,4200,16085
2690,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 56",4530,4200,16086
2691,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 57",4530,4200,16087
2692,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 58",4530,4200,16088
2693,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 59",4530,4200,16089
2695,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 61",4530,4200,16091
2696,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 62",4530,4200,16092
2697,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 63",4530,4200,16093
2698,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 64",4530,4200,16094
2699,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E",4530,4200,16304
2700,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E",4530,4200,16368
2701,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E",4530,4200,16305
2702,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E",4530,4200,16370
2703,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E",4530,4200,16306
2704,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E",4530,4200,16372
2705,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E",4530,4200,16307
2706,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E",4530,4200,16374
2707,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E",4530,4200,16308
2708,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E",4530,4200,16376
2709,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E",4530,4200,16309
2710,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E",4530,4200,16378
2711,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E",4530,4200,16310
2712,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E",4530,4200,16380
2713,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E",4530,4200,16311
2714,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E",4530,4200,16382
2715,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E",4530,4200,16312
2716,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E",4530,4200,16384
2717,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E",4530,4200,16313
2718,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E",4530,4200,16386
2719,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E",4530,4200,16314
2720,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E",4530,4200,16388
2721,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E",4530,4200,16315
2722,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E",4530,4200,16390
2723,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E",4530,4200,16316
2724,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E",4530,4200,16392
2725,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E",4530,4200,16317
2726,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E",4530,4200,16394
2727,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E",4530,4200,16318
2728,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E",4530,4200,16396
2729,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E",4530,4200,16319
2730,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E",4530,4200,16398
2731,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E",4530,4200,16320
2732,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E",4530,4200,16170
2733,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E",4530,4200,16321
2734,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E",4530,4200,16172
2735,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E",4530,4200,16322
2736,"Tete / UTM zone 36S",4400,4127,16136
2737,"Tete / UTM zone 37S",4400,4127,16137
2738,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E",4530,4200,16174
2739,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E",4530,4200,16323
2740,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E",4530,4200,16176
2741,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E",4530,4200,16324
2742,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E",4530,4200,16178
2743,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E",4530,4200,16325
2744,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E",4530,4200,16180
2745,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E",4530,4200,16326
2746,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E",4530,4200,16182
2747,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E",4530,4200,16327
2748,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E",4530,4200,16184
2749,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E",4530,4200,16328
2750,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E",4530,4200,16186
2751,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E",4530,4200,16329
2752,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E",4530,4200,16188
2753,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E",4530,4200,16330
2754,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E",4530,4200,16190
2755,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W",4530,4200,16331
2756,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W",4530,4200,16192
2757,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W",4530,4200,16332
2758,"Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W",4530,4200,16194
2759,"NAD83(HARN) / Alabama East",4499,4152,10131
2760,"NAD83(HARN) / Alabama West",4499,4152,10132
2761,"NAD83(HARN) / Arizona East",4499,4152,10231
2762,"NAD83(HARN) / Arizona Central",4499,4152,10232
2763,"NAD83(HARN) / Arizona West",4499,4152,10233
2764,"NAD83(HARN) / Arkansas North",4499,4152,10331
2765,"NAD83(HARN) / Arkansas South",4499,4152,10332
2766,"NAD83(HARN) / California zone 1",4499,4152,10431
2767,"NAD83(HARN) / California zone 2",4499,4152,10432
2768,"NAD83(HARN) / California zone 3",4499,4152,10433
2769,"NAD83(HARN) / California zone 4",4499,4152,10434
2770,"NAD83(HARN) / California zone 5",4499,4152,10435
2771,"NAD83(HARN) / California zone 6",4499,4152,10436
2772,"NAD83(HARN) / Colorado North",4499,4152,10531
2773,"NAD83(HARN) / Colorado Central",4499,4152,10532
2774,"NAD83(HARN) / Colorado South",4499,4152,10533
2775,"NAD83(HARN) / Connecticut",4499,4152,10630
2776,"NAD83(HARN) / Delaware",4499,4152,10730
2777,"NAD83(HARN) / Florida East",4499,4152,10931
2778,"NAD83(HARN) / Florida West",4499,4152,10932
2779,"NAD83(HARN) / Florida North",4499,4152,10933
2780,"NAD83(HARN) / Georgia East",4499,4152,11031
2781,"NAD83(HARN) / Georgia West",4499,4152,11032
2782,"NAD83(HARN) / Hawaii zone 1",4499,4152,15131
2783,"NAD83(HARN) / Hawaii zone 2",4499,4152,15132
2784,"NAD83(HARN) / Hawaii zone 3",4499,4152,15133
2785,"NAD83(HARN) / Hawaii zone 4",4499,4152,15134
2786,"NAD83(HARN) / Hawaii zone 5",4499,4152,15135
2787,"NAD83(HARN) / Idaho East",4499,4152,11131
2788,"NAD83(HARN) / Idaho Central",4499,4152,11132
2789,"NAD83(HARN) / Idaho West",4499,4152,11133
2790,"NAD83(HARN) / Illinois East",4499,4152,11231
2791,"NAD83(HARN) / Illinois West",4499,4152,11232
2792,"NAD83(HARN) / Indiana East",4499,4152,11331
2793,"NAD83(HARN) / Indiana West",4499,4152,11332
2794,"NAD83(HARN) / Iowa North",4499,4152,11431
2795,"NAD83(HARN) / Iowa South",4499,4152,11432
2796,"NAD83(HARN) / Kansas North",4499,4152,11531
2797,"NAD83(HARN) / Kansas South",4499,4152,11532
2798,"NAD83(HARN) / Kentucky North",4499,4152,15303
2799,"NAD83(HARN) / Kentucky South",4499,4152,11632
2800,"NAD83(HARN) / Louisiana North",4499,4152,11731
2801,"NAD83(HARN) / Louisiana South",4499,4152,11732
2802,"NAD83(HARN) / Maine East",4499,4152,11831
2803,"NAD83(HARN) / Maine West",4499,4152,11832
2804,"NAD83(HARN) / Maryland",4499,4152,11930
2805,"NAD83(HARN) / Massachusetts Mainland",4499,4152,12031
2806,"NAD83(HARN) / Massachusetts Island",4499,4152,12032
2807,"NAD83(HARN) / Michigan North",4499,4152,12141
2808,"NAD83(HARN) / Michigan Central",4499,4152,12142
2809,"NAD83(HARN) / Michigan South",4499,4152,12143
2810,"NAD83(HARN) / Minnesota North",4499,4152,12231
